iid;title;year;Children's;Comedy;Animation;Adventure;Fantasy;Romance;Drama;Action;Thriller;Crime;Horror;Sci-Fi;Documentary;War;Musical;Mystery;Film-Noir;Western;directors;actors;writers
1559;Friday the 13th Part VII: The New Blood;1988;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1560;Friday the 13th Part VIII: Jason Takes Manhattan;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1561;Halloween;1978;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;John Carpenter;Jamie Lee Curtis;John Carpenter
1562;Halloween II;1981;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Jamie Lee Curtis;John Carpenter
1563;Halloween III: Season of the Witch;1983;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1564;Halloween 4: The Return of Michael Myers;1988;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1565;Halloween 5: The Revenge of Michael Myers;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;John Carpenter
1566;Prom Night;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1567;Hello Mary Lou: Prom Night II;1987;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1568;Prom Night III: The Last Kiss;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1569;Prom Night IV: Deliver Us From Evil;1992;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1570;Child's Play;1988;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1571;Child's Play 2;1990;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1572;Child's Play 3;1992;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1573;Poltergeist;1982;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1574;Poltergeist II: The Other Side;1986;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1575;Poltergeist III;1988;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1576;Exorcist;1973;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Max von Sydow;
1577;Exorcist II: The Heretic;1977;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Max von Sydow;
1578;Exorcist III;1990;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1579;Lethal Weapon;1987;False;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover;
1580;Lethal Weapon 2;1989;False;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover,Joe Pesci;
1581;Lethal Weapon 3;1992;False;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo;
1582;Gremlins;1984;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1583;Gremlins 2: The New Batch;1990;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1584;Goonies;1985;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Richard Donner;;
1585;Mask of Zorro;1998;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1586;Polish Wedding;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1587;This World;1996;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;;;
1588;Soylent Green;1973;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;;;
1589;Metropolis;1926;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1590;Back to the Future Part II;1989;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;Michael J. Fox,Christopher Lloyd;
1591;Back to the Future Part III;1990;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;;Michael J. Fox,Christopher Lloyd;
1592;Poseidon Adventure;1972;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Gene Hackman;
1593;Freaky Friday;1977;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jamie Lee Curtis;
1594;Absent Minded Professor;1961;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1595;Apple Dumpling Gang Rides Again;1979;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1596;Babes in Toyland;1961;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1597;Bambi;1942;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Ralph Wright
1598;Seven Samurai;1954;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;;;Akira Kurosawa
1599;Dangerous Liaisons;1988;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Glenn Close,Michelle Pfeiffer;
1600;Dune;1984;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1601;Last Temptation of Christ;1988;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Harvey Keitel;Paul Schrader
1602;Godfather: Part III;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;;Al Pacino,Diane Keaton;
1603;Rapture;1991;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1604;Lolita;1997;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Stanley Kubrick;;
1605;Disturbing Behavior;1998;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1606;Mafia!;1998;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
1607;Saving Private Ryan;1998;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;Steven Spielberg;Tom Hanks;
1608;Billy's Hollywood Screen Kiss;1997;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1609;$1,000,000 Duck;1971;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1610;Barefoot Executive;1971;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;
1611;Black Cauldron;1985;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Burny Mattinson
1612;Black Hole;1979;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1613;Blackbeard's Ghost;1968;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1614;Blank Check;1994;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1615;Candleshoe;1977;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1616;Cat from Outer Space;1978;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1617;Computer Wore Tennis Shoes;1970;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;
1618;Condorman;1981;True;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1619;D2: The Mighty Ducks;1994;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Emilio Estevez;
1620;Darby O'Gill and the Little People;1959;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;Sean Connery;
1621;Devil and Max Devlin;1981;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1622;Far Off Place;1993;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1623;Flight of the Navigator;1986;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1624;Gnome-Mobile;1967;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1625;Great Mouse Detective;1986;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Burny Mattinson
1626;Happiest Millionaire;1967;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1627;Herbie Goes Bananas;1980;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1628;Herbie Goes to Monte Carlo;1977;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1629;Hocus Pocus;1993;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bette Midler;
1630;Honey, I Blew Up the Kid;1992;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1631;Honey, I Shrunk the Kids;1989;True;True;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1632;Hot Lead and Cold Feet;1978;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1633;In Search of the Castaways;1962;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1634;Incredible Journey;1963;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1635;Negotiator;1998;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
1636;Parent Trap;1998;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Dennis Quaid;
1637;BASEketball;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1638;Governess;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1639;Roger & Me;1989;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1640;Purple Rose of Cairo;1985;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Jeff Daniels;Woody Allen
1641;Out of the Past;1947;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
1642;Doctor Zhivago;1965;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
1643;Fanny and Alexander;1982;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1644;Trip to Bountiful;1985;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1645;Tender Mercies;1983;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robert Duvall;
1646;And the Band Played On;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1647;'burbs;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tom Hanks;
1648;Fandango;1985;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Costner;
1649;Night Porter;1974;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1650;Mephisto;1981;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1651;Blue Velvet;1986;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1652;Journey of Natty Gann;1985;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
1653;Jungle Book;1967;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1654;Kidnapped;1960;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1655;Lady and the Tramp;1955;True;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;Ralph Wright
1656;Little Mermaid;1989;True;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
1657;Mighty Ducks;1992;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1658;Muppet Christmas Carol;1992;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1659;Newsies;1992;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1660;101 Dalmatians;1961;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Glenn Close,Jeff Daniels;John Hughes
1661;One Magic Christmas;1985;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1662;Peter Pan;1953;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Ralph Wright
1663;Popeye;1980;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;Robin Williams;
1664;Rescuers Down Under;1990;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1665;Rescuers;1977;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1666;Return from Witch Mountain;1978;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1667;Return of Jafar;1993;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1668;Return to Oz;1985;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1669;Rocketeer;1991;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;;;
1670;Shaggy D.A.;1976;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1671;Sleeping Beauty;1959;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Ralph Wright
1672;Something Wicked This Way Comes;1983;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1673;Son of Flubber;1963;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1674;Song of the South;1946;True;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Ralph Wright
1675;Splash;1984;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Ron Howard;Tom Hanks;Lowell Ganz,Babaloo Mandel
1676;Squanto: A Warrior's Tale;1994;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1677;Steamboat Willie;1940;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1678;Tall Tale;1994;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Oliver Platt;
1679;Tex;1982;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Matt Dillon;
1680;Tron;1982;False;False;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;;Jeff Bridges;
1681;Swing Kids;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1682;Halloween: H20;1998;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;Jamie Lee Curtis;John Carpenter
1683;L.A. Story;1991;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin;
1684;Jerk;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1685;Dead Men Don't Wear Plaid;1982;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;Steve Martin;
1686;Man with Two Brains;1983;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin,Kathleen Turner;
1687;Grand Canyon;1991;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;Danny Glover,Kevin Kline,Steve Martin;
1688;Graveyard Shift;1990;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;Stephen King
1689;Outsiders;1983;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1690;Indiana Jones and the Temple of Doom;1984;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford;George Lucas
1691;Lord of the Rings;1978;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1692;Nineteen Eighty-Four;1984;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
1693;Dead Zone;1983;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1694;Maximum Overdrive;1986;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Emilio Estevez;Stephen King,Stephen King
1695;Needful Things;1993;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Max von Sydow,Ed Harris;Stephen King
1696;Cujo;1983;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;Stephen King
1697;Children of the Corn;1984;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;Stephen King
1698;All Dogs Go to Heaven;1989;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1699;Addams Family;1991;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Christopher Lloyd;
1700;Ever After: A Cinderella Story;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Drew Barrymore;
1701;Snake Eyes;1998;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;;Nicolas Cage;
1702;Safe Men;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1703;Atlantic City;1980;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;;;
1704;Autumn Sonata;1978;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1705;Who's Afraid of Virginia Woolf?;1966;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1706;Adventures in Babysitting;1987;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1707;Weird Science;1985;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Paxton;John Hughes
1708;Doctor Dolittle;1967;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;Eddie Murphy,Oliver Platt;
1709;Nutty Professor;1963;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy;
1710;Charlotte's Web;1973;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Julia Roberts;
1711;Watership Down;1978;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1712;Secret of NIMH;1982;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1713;Dark Crystal;1982;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1714;American Tail;1986;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1715;American Tail: Fievel Goes West;1991;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;James Stewart;
1716;Legend;1985;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1717;Sixteen Candles;1984;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
1718;Pretty in Pink;1986;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
1719;St. Elmo's Fire;1985;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Emilio Estevez,Demi Moore;
1720;Clan of the Cave Bear;1986;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1721;House;1986;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1722;House II: The Second Story;1987;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1723;Gods Must Be Crazy;1980;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1724;Gods Must Be Crazy II;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1725;Air Bud: Golden Receiver;1998;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1726;Avengers;1998;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Robert Downey Jr.;
1727;How Stella Got Her Groove Back;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Whoopi Goldberg;Ronald Bass
1728;Slums of Beverly Hills;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1729;Chambermaid on the Titanic;1998;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1730;Henry: Portrait of a Serial Killer, Part 2;1996;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;;;
1731;Henry: Portrait of a Serial Killer;1990;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;;;
1732;Rosemary's Baby;1968;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
1733;NeverEnding Story;1984;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1734;NeverEnding Story II: The Next Chapter;1990;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1735;Attack of the Killer Tomatoes!;1980;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1736;Surf Nazis Must Die;1987;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1737;Your Friends and Neighbors;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1738;Return to Paradise;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1739;Blade;1998;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;Wesley Snipes;
1740;Dance with Me;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1741;Dead Man on Campus;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1742;Wrongfully Accused;1998;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;Pat Proft
1743;Next Stop, Wonderland;1998;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1744;Navigator: A Mediaeval Odyssey;1988;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1745;Beetlejuice;1988;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Tim Burton;Alec Baldwin;
1746;Déjà Vu;1997;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1747;Rope;1948;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1748;Family Plot;1976;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1749;Frenzy;1972;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1750;Topaz;1969;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1751;Torn Curtain;1966;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;Paul Newman;
1752;Marnie;1964;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;Sean Connery;
1753;Wrong Man;1956;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;;;
1754;Man Who Knew Too Much;1956;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;James Stewart;
1755;Trouble with Harry;1955;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;;
1756;I Confess;1953;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1757;Strangers on a Train;1951;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;Alfred Hitchcock;;
1758;Stage Fright;1950;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;;
1759;54;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1760;I Married A Strange Person;1997;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1761;Why Do Fools Fall In Love?;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1762;Willow;1988;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Ron Howard;Val Kilmer;George Lucas
1763;Untouchables;1987;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
1764;Dirty Work;1998;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1765;Knock Off;1998;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1766;Firelight;1997;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1767;Paradine Case;1947;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;Gregory Peck;
1768;Lifeboat;1944;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;Alfred Hitchcock;;
1769;Shadow of a Doubt;1943;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;Alfred Hitchcock;;
1770;Saboteur;1942;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1771;Mr. & Mrs. Smith;1941;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Brad Pitt;
1772;Suspicion;1941;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;Cary Grant;
1773;Lady Vanishes;1938;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;;
1774;Sabotage;1936;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
1775;Secret Agent;1936;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1776;Man Who Knew Too Much;1934;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;James Stewart;
1777;Rich and Strange;1932;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1778;Blackmail;1929;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
1779;Lodger;1926;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1780;Rounders;1998;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
1781;Cube;1997;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;;;
1782;Simon Birch;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Oliver Platt;
1783;Without Limits;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Donald Sutherland;Robert Towne
1784;Seven Beauties;1976;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1785;Swept Away;1975;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1786;My Bodyguard;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Matt Dillon;
1787;Class;1983;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1788;Broadcast News;1987;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;William Hurt;
1789;Working Girl;1988;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Harrison Ford,Sigourney Weaver,Melanie Griffith,Alec Baldwin;
1790;Stars and Bars;1988;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1791;Married to the Mob;1988;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Alec Baldwin;
1792;Say Anything...;1989;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
